iter	MultiClass
566	0.2119338867
567	0.2116161133
568	0.2109416406
569	0.210006582
570	0.209525625
571	0.2088713281
572	0.2085366797
573	0.2080491016
574	0.2072558984
575	0.2068430664
576	0.2062762109
577	0.205698125
578	0.2050149219
579	0.2044284766
580	0.2037643359
581	0.2031778125
582	0.2028783203
583	0.2021724414
584	0.2017158203
585	0.2011814844
586	0.2006672656
587	0.1998237695
588	0.1992132813
589	0.1988827148
590	0.1985921094
591	0.1982819922
592	0.1979969922
593	0.1975141016
594	0.1970696875
595	0.1965375
596	0.1956097266
597	0.1952291797
598	0.1946417578
599	0.194201875
600	0.1938570898
601	0.1934845508
602	0.193033125
603	0.1926924414
604	0.1921830859
605	0.1913197852
606	0.1906931055
607	0.1903130469
608	0.1899096484
609	0.1893522656
610	0.1890054492
611	0.1884454883
612	0.1878305078
613	0.1873654297
614	0.1867988086
615	0.1862029492
616	0.185728457
617	0.1853683398
618	0.1848787305
619	0.1842945703
620	0.1838612109
621	0.1834547266
622	0.1828865234
623	0.1823783594
624	0.1819163672
625	0.1816383203
626	0.1808495898
627	0.1805602344
628	0.1799484375
629	0.1792827344
630	0.1788151758
631	0.1777702539
632	0.1773970313
633	0.1767416602
634	0.1764192969
635	0.1759241602
636	0.1756276367
637	0.1750143359
638	0.1741918945
639	0.1736541016
640	0.1730529492
641	0.1725250391
642	0.1723279883
643	0.1718129102
644	0.1715222656
645	0.1707792383
646	0.1702766797
647	0.1698746484
648	0.1692691406
649	0.1688483594
650	0.16823375
651	0.1677274219
652	0.1673883398
653	0.1670520117
654	0.1667175195
655	0.1659181641
656	0.1654631836
657	0.165265
658	0.1649322266
659	0.1643548633
660	0.1640862305
661	0.163416709
662	0.1630891504
663	0.1627645703
664	0.1624249805
665	0.1619921582
666	0.1616359961
667	0.1614114746
668	0.1609663965
669	0.1604956836
670	0.1602509766
671	0.1598134473
672	0.1593852051
673	0.1590289844
674	0.158716377
675	0.1583122168
676	0.1579795312
677	0.1574164746
678	0.1568693457
679	0.1564205664
680	0.1559045703
681	0.155395957
682	0.1552093262
683	0.1548883301
684	0.1544558496
685	0.1542446094
686	0.153795127
687	0.1533157617
688	0.1531624023
689	0.1528639648
690	0.1524058496
691	0.1517733789
692	0.1513852051
693	0.1509586328
694	0.1507568945
695	0.1505112012
696	0.1503032324
697	0.1500728711
698	0.1494801855
699	0.1490294727
700	0.1487673535
701	0.1485409766
702	0.1481893555
703	0.1479332812
704	0.147712793
705	0.1474955957
706	0.1471091992
707	0.1468970703
708	0.1464557031
709	0.1459687305
710	0.1456637109
711	0.1454138477
712	0.1450566992
713	0.1447958008
714	0.1444410059
715	0.1442475879
716	0.1440212402
717	0.14364375
718	0.1432718652
719	0.1429471582
720	0.1424664258
721	0.1420544336
722	0.1418485156
723	0.1415296191
724	0.1410585937
725	0.1408250586
726	0.1403865527
727	0.1402138184
728	0.1398324512
729	0.139690127
730	0.1391660254
731	0.1386606836
732	0.1383044922
733	0.1380652539
734	0.1375935254
735	0.1372929004
736	0.1368656348
737	0.1366002051
738	0.1363372656
739	0.1358574805
740	0.1353886426
741	0.1348793359
742	0.1345386035
743	0.1341876074
744	0.1338155273
745	0.1335656934
746	0.1333460547
747	0.1327361133
748	0.1322421387
749	0.1319863184
750	0.1316588281
751	0.1314553906
752	0.131139873
753	0.1308394434
754	0.1302243359
755	0.1300561914
756	0.129867373
757	0.1296832422
758	0.1290767969
759	0.1287303906
760	0.1286325586
761	0.1284032227
762	0.1279117187
763	0.1275576465
764	0.1271970117
765	0.1268661426
766	0.1264805566
767	0.1262291602
768	0.1258668848
769	0.1254918066
770	0.1250241992
771	0.1244549121
772	0.124265332
773	0.1239432422
774	0.1237220605
775	0.123425791
776	0.1230642773
777	0.1227490527
778	0.1223592871
779	0.1219609766
780	0.1217653223
781	0.1214413867
782	0.1212578125
783	0.1210208301
784	0.1208629492
785	0.1205457812
786	0.1202180469
787	0.1200359961
788	0.1198197754
789	0.1194200293
790	0.1192271387
791	0.1190131836
792	0.1188223145
793	0.118481748
794	0.1181515332
795	0.1179540918
796	0.117702041
797	0.1173152734
798	0.1170144336
799	0.1168009375
800	0.1165088086
801	0.1163583203
802	0.1160134766
803	0.1158301953
804	0.1155661133
805	0.1154361914
806	0.1150650293
807	0.1147294629
808	0.1145347852
809	0.114283877
810	0.114125498
811	0.1137858594
812	0.1135225293
813	0.1133900586
814	0.1130665332
815	0.1127206348
816	0.1124084668
817	0.1120225098
818	0.1117343555
819	0.1114141992
820	0.111177832
821	0.1109282129
822	0.1107946094
823	0.1106383203
824	0.1102068359
825	0.1100782715
826	0.1096497852
827	0.109328291
828	0.1091435156
829	0.1088380371
830	0.108657793
831	0.1084477246
832	0.1081607813
833	0.1078378809
834	0.1076383691
835	0.107494375
836	0.1072809375
837	0.1069963867
838	0.1067924414
839	0.1065989453
840	0.1064729883
841	0.1063493457
842	0.1062389258
843	0.1060351758
844	0.1057474902
845	0.1055094922
846	0.1051118457
847	0.1049629687
848	0.1046989258
849	0.1044233594
850	0.1041643848
851	0.1037573535
852	0.1036045996
853	0.1033856055
854	0.1031499805
855	0.1030606055
856	0.1027121484
857	0.1025473828
858	0.102307373
859	0.1020272168
860	0.1017178711
861	0.101474541
862	0.1011511133
863	0.1010106543
864	0.1006811719
865	0.100422002
866	0.1002939648
867	0.100114502
868	0.09992061523
869	0.09974327148
870	0.09961384766
871	0.09932766602
872	0.09912500977
873	0.09896191406
874	0.09865924805
875	0.09851318359
876	0.09828824219
877	0.09803405273
878	0.09779301758
879	0.09761092773
880	0.09744945313
881	0.09712850586
882	0.09702101562
883	0.09685402344
884	0.09664806641
885	0.09650374023
886	0.09632313477
887	0.09611245117
888	0.09598460938
889	0.09588163086
890	0.09555993164
891	0.09531171875
892	0.09507507813
893	0.0949637207
894	0.09471408203
895	0.09455827148
896	0.09433918945
897	0.09422299805
898	0.09405004883
899	0.09385551758
900	0.09356290039
901	0.09332670898
902	0.09308713867
903	0.09292022461
904	0.09256135742
905	0.09241742188
906	0.09223368164
907	0.09194923828
908	0.09173264648
909	0.09158084961
910	0.09147682617
911	0.09126394531
912	0.09106125
913	0.09089605469
914	0.09068126953
915	0.09047789063
916	0.0903900293
917	0.09026199219
918	0.09020007812
919	0.09009874023
920	0.08999676758
921	0.08969729492
922	0.08946302734
923	0.0892824707
924	0.08910043945
925	0.08887417969
926	0.08865904297
927	0.08849100586
928	0.08835480469
929	0.0881865625
930	0.08803259766
931	0.0879259082
932	0.08774516602
933	0.08754579102
934	0.08729708984
935	0.08719951172
936	0.0870271582
937	0.08687116211
938	0.08665510742
939	0.08644080078
940	0.08632270508
941	0.08613146484
942	0.08586558594
943	0.08562643555
944	0.08539759766
945	0.08520456055
946	0.08500365234
947	0.084774375
948	0.08466643555
949	0.08457613281
950	0.08442775391
951	0.08417915039
952	0.08409429688
953	0.08392250977
954	0.08384549805
955	0.08376567383
956	0.08360044922
957	0.08341347656
958	0.08323151367
959	0.0831281543
960	0.08294881836
961	0.0827609668
962	0.08261646484
963	0.08236405273
964	0.08214620117
965	0.08203071289
966	0.08189185547
967	0.08175316895
968	0.08163650879
969	0.08151064941
970	0.08135490234
971	0.08121798828
972	0.08105575195
973	0.08092046875
974	0.08074094238
975	0.08065968262
976	0.08057502441
977	0.08046570312
978	0.08029293457
979	0.08001617188
980	0.07991475098
981	0.07978251465
982	0.07964943848
983	0.07942940918
984	0.07921134277
985	0.07911736816
986	0.07886915527
987	0.07865353027
988	0.07858781738
989	0.07832908691
990	0.07821534668
991	0.07809950195
992	0.07798716309
993	0.07777870117
994	0.07747347656
995	0.07739939941
996	0.07723906738
997	0.07712102051
998	0.07694993652
999	0.07685373047
